source,target,spearman,pval,weight
CDAY,PTC,0.9409113939875632,1.5367331642010282e-168,2.5623156335354884
CDAY,PYPL,0.9405138912218616,4.8576649302431375e-168,2.561297308391497
CDAY,SWKS,0.8905769784836169,3.602348183634005e-123,2.4365350741138623
CDAY,TFX,0.952221530696808,1.9770778508832397e-184,2.59146027791989
CDAY,TWTR,0.9539554443002648,3.3260902243893777e-187,2.595957543957237
CDAY,VIAC,0.9465520563749178,4.9512947098610665e-176,2.5768096303958776
CDAY,XRAY,0.9457150882006872,7.185571018023786e-175,2.5746538250402695
CDAY,ZBH,0.9465220167536308,5.454284158671068e-176,2.5767322251730693
CDNS,ADP,0.9264918190889888,2.5426852609416935e-152,2.525633239204267
CDNS,CDNS,1.0,0.0,2.718281828459045
CDNS,FAST,0.9200037289504166,4.476435911414996e-146,2.5092997469731886
CDNS,FFIV,0.9115755546842031,1.0391686387390613e-138,2.488239804516459
CDNS,IR,0.9055034077294952,7.591968269871305e-134,2.473176625964571
CDNS,JCI,0.908897413907234,1.5988716983956396e-136,2.48158486344531
CDNS,OTIS,0.8917934137192065,5.5732014880640446e-124,2.4395007646502993
CDNS,POOL,0.9060270988268978,2.97876790252269e-134,2.4744721457423715
CDNS,QCOM,0.8931807574669269,6.454202006277633e-125,2.442887539550971
CDNS,SNPS,0.9692540837375844,1.1759882345724205e-217,2.6359775073645086
CDNS,TSCO,0.9029980655846114,6.192791850915073e-132,2.466988227596334
CDW,CDW,1.0,0.0,2.718281828459045
CE,CE,1.0,0.0,2.718281828459045
CERN,BEN,0.8953387379269463,2.125835900858251e-126,2.4481649353378243
CERN,CERN,1.0,0.0,2.718281828459045
CF,APH,0.9472223559549762,5.633028413977344e-177,2.5785374438206365
CF,CF,1.0,0.0,2.718281828459045
CF,CTVA,0.906586581885108,1.0896935380092208e-134,2.475856958339398
CF,FAST,0.8945120700444564,7.928066755028917e-126,2.446141952297501
CF,FFIV,0.9038502214333568,1.4047894290043203e-132,2.469091382023669
CF,GM,0.91302960142675,6.307995551356886e-140,2.491860453157159
CF,JCI,0.9075200370660512,2.006690219612536e-135,2.4781691388349745
CF,LKQ,0.903178261484315,4.530521164808905e-132,2.4674328088142174
CF,OTIS,0.9304657435727348,1.9481581806300598e-156,2.5356898839092077
CF,SEE,0.9106178750720724,6.407420781291544e-138,2.485858008666283
CF,SNA,0.8930331144194006,8.130054897882239e-125,2.442526890814162
CF,STZ,0.891551308924148,8.094371582742377e-124,2.4389102213072005
CF,TEL,0.9301974281120196,3.759375105306162e-156,2.53500961037781
CF,ULTA,0.9104590640219672,8.646248629092875e-138,2.4854632582917047
CF,WHR,0.8909885404534656,1.9206556313964776e-123,2.437538065671003
CFG,CFG,1.0,0.0,2.718281828459045
CFG,ZION,0.9085639702633588,2.960609085190513e-136,2.480757532687614
CHD,ADP,0.8953647584693118,2.039195892759693e-126,2.4482286387460372
CHD,AOS,0.8990290635936402,5.19905293259769e-129,2.457216151931457
CHD,CHD,1.0,0.0,2.718281828459045
CHD,COST,0.9447781845664672,1.3653648711977012e-173,2.5722427521625693
CHD,DLTR,0.9343585874060104,1.032711351204902e-160,2.5455801668103155
CHD,DPZ,0.9260204766978674,7.551418309616824e-152,2.5244430817020804
CHD,DRE,0.9181028145919464,2.4040605805122624e-144,2.5045343138295864
CHD,ED,0.89936587641236,2.9685735724779896e-129,2.4580439132222742
CHD,GWW,0.9201998118308512,2.95147404277583e-146,2.5097918259380028
CHD,IR,0.9073493118071142,2.7381589740299276e-135,2.477746088880741
CHD,KEYS,0.9005721207875053,3.924707816575786e-130,2.4610107038439786
CHD,LRCX,0.9030824751566746,5.3497741255008086e-132,2.4671964738057737
CHD,MU,0.9127951345550176,9.943481046265807e-140,2.491276262921218
CHD,PFE,0.8963086177516705,4.474287468938707e-127,2.450540512942382
CHD,PG,0.9610294827073989,9.425103044132403e-200,2.614386554237735
CHD,PLD,0.892888784155556,1.0184811440455688e-124,2.442174385702753
CHD,QCOM,0.8940979650791067,1.5266325100772542e-125,2.445129202475942
CHD,STZ,0.907412784738614,2.4395317260388783e-135,2.477903363679808
CHD,TT,0.9022813024820774,2.133968674363948e-131,2.465220615015822
CHD,VRSK,0.917173495162634,1.6273960010946112e-143,2.50220788259667
CHD,VRSN,0.9357067648569912,2.962624973733057e-162,2.5490143750317533
CHD,XLNX,0.8972541256387051,9.647912433255962e-128,2.4528586140436084
CHRW,CHRW,1.0,0.0,2.718281828459045
CHTR,CHTR,1.0,0.0,2.718281828459045
CI,CI,1.0,0.0,2.718281828459045
CINF,CINF,1.0,0.0,2.718281828459045
CL,CL,1.0,0.0,2.718281828459045
CLX,CLX,1.0,0.0,2.718281828459045
CMA,CMA,1.0,0.0,2.718281828459045
CMA,MTB,0.9416915667510052,1.5682797715222526e-169,2.5643154624086875
CMA,PBCT,0.9564676504158576,2.0265340477147948e-191,2.6024873230162116
CMA,ZION,0.904515799654137,4.3671055285197826e-133,2.4707353024908025
CMCSA,CMCSA,1.0,0.0,2.718281828459045
CMCSA,NWS,0.9319571774767882,4.803732680199091e-158,2.539474519337494
